streetAddress,yearBuilt,homeAge_years,livingAreaSqFt,numOfBedrooms,numOfBathrooms
2026 W Ben White Blvd,1955,66,1048,2,1.0
10912 Grassmere Ct,1991,30,3091,4,3.0
1002 Winsted Ln,1950,71,805,2,1.0
4510 Tejas Trl,1963,58,2049,4,3.0
9205 Rock Castle Cv,2001,20,1863,3,2.0
8122 Forest Heights Ln,1994,27,2118,3,2.0
4616 Arapahoe Trl,1965,56,1853,3,2.0
7421 Doswell Ln,2004,17,3271,4,3.5
1404 Birchwood Ct,1962,59,1028,2,1.0
5912 Cannon Mountain Dr,1983,38,1520,3,2.0
2508 Inwood Pl,1950,71,2174,3,2.0
7501 Ponoma Trl,1991,30,2663,4,2.0
6504 Freesia Ct,2002,19,2539,4,3.0
2605 Mesquite Cv,1968,53,1926,3,2.0
5205 Maulding Pass,1983,38,2327,4,3.0
10902 Grassmere Ct,1990,31,2647,4,3.0
2504 Inwood Pl,1951,70,2493,4,3.0
2613 Carlow Dr,1972,49,1518,3,2.0
5620 Sunny Vista Dr,2001,20,2389,4,3.0
10708 Pinkney Ln,1990,31,2807,4,3.0
2602 Mesquite Cv,1968,53,2059,3,2.0
1301 Marshall Ln,1999,22,2837,3,3.0
9313 Manipari Ln,2005,16,2169,4,2.0
7121 Quimper Ln,1997,24,1862,3,2.0
2621 Carlow Dr,1972,49,1274,3,2.0
5512 Van Winkle Ln,1996,25,3121,4,3.0
6520 Fair Valley Trl,1983,38,2146,4,3.0
6301 Blarwood Dr,1973,48,1634,3,2.0
6534 Tasajillo Trl,2003,18,2083,3,2.0
1100 Toyath St,1928,93,2349,3,4.0
5707 Swayden Ln,2016,5,1884,3,3.0
5508 Porsche Ln,1982,39,1374,3,2.0
6705 Tanaqua Cv,2003,18,3815,4,4.0
1102 Toyath St,1926,95,1008,3,1.0
2804 Dillion Hill Dr,1977,44,1166,3,2.0
8625 Neider Dr,1999,22,2707,4,3.0
713 Newman Dr,2014,7,3101,4,4.0
5500 Sunny Vista Dr,2001,20,2065,3,2.0
11609 Coalwood Cv,2006,15,3182,4,4.0
2801 Bushnell Dr,1978,43,1467,3,2.0
8015 Doe Meadow Dr,1991,30,2240,3,3.0
6023 Roxbury Ln,1993,28,2050,3,2.0
2112 Amur Dr,2007,14,1362,2,2.0
4607 Molera Dr,1986,35,1390,4,2.0
2103 A Ln,1978,43,3118,3,4.0
10603 Londonshire Ln,1992,29,2050,4,2.0
8017 Doe Meadow Dr,1991,30,2407,3,3.0
2401 W 12th St,2006,15,3288,4,4.0
5809 W Gate Blvd #A,1982,39,988,2,1.0
8913 Lanna Bluff Loop,1999,22,2390,4,3.0
6424 Mirarosa Dr,2015,6,2576,4,3.0
8921 Lanna Bluff Loop,1999,22,3281,4,3.0
8021 Doe Meadow Dr,1990,31,2289,3,3.0
903 Newman Dr,1947,74,1307,2,2.0
6100 Rickerhill Ln,1992,29,2980,5,4.0
8023 Doe Meadow Dr,1988,33,1419,3,2.0
2306 Quarry Rd,1954,67,3298,4,3.0
6509 York Bridge Cir,2005,16,2197,3,2.0
4538 Pack Saddle Pass,1960,61,1725,3,2.0
4807 Broken Bow Pass,1967,54,1416,3,2.0
1813 W 8th St,2005,16,3320,6,6.0
10209 Dahlgreen Ave,1995,26,3643,4,4.0
5705 W Gate Blvd #B,1982,39,1209,2,2.0
6106 Ginita Ln,1992,29,2153,3,3.0
5719 Janabyrd Ln,2000,21,2463,4,2.0
1011 Wayside Dr,1952,69,2142,3,2.0
5200 Buffalo Pass,1964,57,1692,4,3.0
6104 Ginita Ln,1989,32,2208,4,3.0
5303 Dry Wells Rd,1986,35,2153,4,2.0
2619 Berkett Dr,1971,50,1516,4,3.0
8709 Coastal Dr,1987,34,1893,4,3.0
1806 Stamford Ln,1960,61,1850,3,2.0
10816 Ariock Ln,2003,18,3650,4,4.0
5412 Porsche Ln,1982,39,1333,2,2.0
4505 Navajo Path,1963,58,1844,3,2.0
11820 Quintana Cv,2013,8,2080,3,3.0
4509 Merle Dr,1953,68,1164,3,2.0
6512 Fair Valley Trl,1982,39,2191,5,3.0
4213 Ovalla Cv,2003,18,2112,3,2.0
7112 Quimper Ln,1997,24,2153,3,2.0
1401 Possum Trot St,2013,8,4919,4,4.0
6500 Magenta Ln,2006,15,3496,4,3.0
2004 Southern Oaks Dr,1968,53,2038,3,2.0
7711 Ponoma Trl,1986,35,2183,4,3.0
2207 Quarry Rd,1940,81,1964,4,3.0
5716 Janabyrd Ln,2000,21,2387,4,3.0
11101 Cap Stone Dr,2006,15,2717,4,3.0
4414 Merle Dr,1951,70,1222,3,1.0
8911 Coastal Dr,1986,35,2095,4,3.0
10822 Redmond Rd,1991,30,2936,4,3.0
5902 Burnhill Dr,1971,50,1237,3,2.0
2303 Quarry Rd,2019,2,4915,4,6.0
6509 Tasajillo Trl,2004,17,2477,3,3.0
4507 Keota Dr,1985,36,1458,3,2.0
2614 Carlow Dr,1972,49,1204,3,2.0
6023 Bel Fay Ln,1995,26,2697,4,3.0
10700 Pinkney Ln,1993,28,2169,3,3.0
2612 Coatbridge Dr,1971,50,1390,3,2.0
5701 Taylorcrest Dr,2000,21,1772,3,2.0
1601 Forest Trl,1930,91,3854,4,4.0
10836 Redmond Rd,1993,28,2889,4,3.0
2621 Baxter Dr,1972,49,1325,4,2.0
8804 Coastal Dr,1986,35,1576,3,3.0
2201 Woodmont Ave,1949,72,4374,4,4.0
6032 Roxbury Ln,1994,27,1798,3,2.0
8620 Neider Dr,1999,22,2810,4,3.0
1204 Shelley Ave,1940,81,1336,2,2.0
8905 Verona Trl,1986,35,2050,4,3.0
4902 Sylvandale Dr,1962,59,1385,4,2.0
7701 Copano Dr,1982,39,1607,3,3.0
1500 Hartford Rd,1932,89,2693,6,4.0
5429 Korth Dr,2001,20,1967,3,2.0
4607 Saloma Pl,1986,35,1331,3,2.0
11509 Georgian Oaks Dr,2005,16,3567,5,4.0
2305 W 12th St,2012,9,2760,3,4.0
1515 Homespun Rd #74,2015,6,2035,3,3.0
5902 Taylorcrest Dr,1999,22,2401,4,3.0
1007 Possum Trot St,1953,68,988,2,1.0
5412 Korth Dr,2001,20,1902,3,2.0
7016 Estana Ln,2013,8,3030,5,4.0
9004 Tiombe Bnd,2001,20,1902,3,2.0
1704 Hartford Rd,1937,84,1491,4,2.0
6624 Nusser Ln,2003,18,2799,4,3.0
4808 Sylvandale Dr,1964,57,1460,3,2.0
8908 Tiombe Bnd,2002,19,1894,3,2.0
1712 Hartford Rd,1955,66,2953,4,3.0
10805 Pinkney Ln,1990,31,2268,4,2.0
4006 Verona Cv,1987,34,2678,4,3.0
6008 Rubicon Run UNIT 47,2015,6,1568,3,3.0
5713 Galsworthy Ct,1997,24,2598,4,3.0
8832 Tiombe Bnd,2002,19,1902,2,2.0
1501 Hartford Rd,1960,61,3145,3,3.0
6304 Blarwood Dr,1972,49,1419,4,2.0
6708 Quincy Cv,2004,17,3748,4,3.0
8828 Tiombe Bnd,2002,19,2733,4,3.0
2400 Harris Blvd,1933,88,3018,2,3.0
11516 Alberta Dr,1999,22,3136,4,3.0
1306 Possum Trot St,1953,68,1592,3,2.0
11512 Alberta Dr,1999,22,3839,5,4.0
6218 Blarwood Dr,1972,49,1528,3,2.0
4613 Walsall Loop,1997,24,1755,3,2.0
2004 Bridle Path,1939,82,2268,3,3.0
2000 Oakglen Dr,1964,57,2114,3,2.0
10811 Pinkney Ln,1992,29,2155,4,3.0
2404 Pruett St,1947,74,2022,5,3.0
8801 Ravello Pass,1987,34,1748,3,3.0
5901 Rubicon Run,2015,6,2035,3,3.0
10520 Redmond Rd,1988,33,2518,3,3.0
2402 Pruett St,2012,9,2528,4,4.0
10815 Pinkney Ln,1990,31,2858,3,3.0
8805 Ravello Pass,1987,34,2166,3,3.0
2505 Enfield Rd APT 13,2008,13,1937,2,3.0
5211 Saint Georges Grn,1967,54,1008,3,1.0
6209 Cannes Cir,1977,44,1581,3,2.0
9200 Ridgewell Pl,2001,20,2387,4,3.0
11101 Cusseta Ln,2002,19,4237,5,4.0
4621 Manchaca Rd,1958,63,1220,3,2.0
1709 Inverness Blvd,1969,52,1064,3,2.0
5801 Sunny Vista Dr,2000,21,1459,3,2.0
6413 Aden Ln,1994,27,3234,4,4.0
4713 Walsall Loop,1999,22,1661,3,2.0
6417 Aden Ln,1994,27,3851,4,4.0
4717 Walsall Loop,1999,22,1501,3,2.0
2702 Coatbridge Dr,1971,50,1198,3,2.0
4704 Clawson Rd,1959,62,912,3,1.0
5600 Buffalo Pass,1971,50,1520,3,2.0
4205 Alexandria Dr,2018,3,1463,3,3.0
6425 Aden Ln,1994,27,3754,4,4.0
9009 Ovalla Dr,2004,17,2897,4,4.0
2700 Coatbridge Dr,1972,49,1256,3,2.0
6429 Aden Ln,1994,27,3642,5,4.0
5951 Salcon Cliff Dr,1999,22,2120,3,3.0
6118 Ginita Ln,1990,31,2435,3,3.0
1800 W 10th St,1980,41,2192,3,3.0
6206 Cannes Cir,1977,44,1504,3,2.0
4015 Alexandria Dr,1984,37,1220,3,2.0
2804 Cornish Cir,1977,44,1496,3,3.0
11804 Rosario Cv,2014,7,2825,4,3.0
5957 Salcon Cliff Dr,1999,22,2166,4,3.0
6825 Tanaqua Ln,2003,18,3675,4,4.0
5805 Burnhill Dr,1971,50,1580,3,2.0
1612 Wethersfield Rd,1936,85,1885,3,3.0
8702 Coastal Dr,1986,35,1523,3,2.0
2406 W 9th St,2017,4,3468,4,6.0
2800 Cornish Cir,1976,45,1420,3,2.0
4103 Alexandria Dr,1984,37,1220,3,2.0
6305 Back Bay Ln,1989,32,2725,3,3.0
1809 Niles Rd,1959,62,1146,3,2.0
4624 Walsall Loop,1997,24,1890,3,3.0
2803 Cornish Cir,1976,45,1221,3,2.0
11400 Bastian Cv,2004,17,4175,5,4.0
8612 Coastal Dr,1986,35,1704,3,2.0
2805 Cornish Cir,1976,45,1368,4,2.0
11221 Cap Stone Dr,2009,12,3099,4,3.0
2003 Woodmont Ave,2009,12,1974,4,3.0
5800 Lomita Verde Cir,1998,23,1932,3,3.0
5104 Plumas Ln,1961,60,1368,3,2.0
6547 Needham Ln,1988,33,3311,5,4.0
14 Niles Rd,1940,81,4381,4,6.0
5804 Lomita Verde Cir,1997,24,1772,3,2.0
5405 Hunters Gln,1971,50,1566,4,2.0
2417 Hartford Rd,1948,73,3469,4,5.0
11002 Needham Ct,1988,33,2070,3,3.0
6400 Blarwood Dr,1973,48,1610,4,2.0
9208 Walsall Cv,1998,23,1945,3,3.0
409 Vale St,2004,17,4937,5,4.0
2502 Aldford Dr,1973,48,1685,3,2.0
11400 Lafitte Ln,1999,22,3568,4,4.0
11006 Needham Ct,1988,33,2866,4,3.0
5807 Burrough Dr,1972,49,1986,4,2.0
2702 Enfield Rd,1940,81,1761,2,2.0
5901 Burrough Dr,1972,49,1599,4,2.0
7429 Brecourt Manor Way,2011,10,2264,3,2.0
9101 Meacham Way,2000,21,2058,3,3.0
2701 Bonnie Rd,1952,69,2176,3,2.0
11005 Marden Ln,1994,27,3269,4,3.0
9205 Walsall Cv,1997,24,1661,3,2.0
1513 Elton Ln,1989,32,2304,4,2.5
6532 Aden Ln,1999,22,3332,4,4.0
5703 Pecanwood Ln,2001,20,2152,4,4.0
1508 Homespun Rd,2015,6,2185,4,3.0
4504 Frontier Trl,1961,60,1495,2,2.0
6542 Needham Ln,1988,33,3421,5,4.0
5856 Lomita Verde Cir,1999,22,2387,4,3.0
2414 Aldford Dr,1973,48,1241,3,2.0
8916 Tiombe Bnd,2001,20,2261,4,3.0
11124 Blissfield Cv,2004,17,2902,4,3.0
2903 Bonnie Rd,1948,73,2182,4,3.0
4617 Hoffman Dr,1998,23,1772,3,3.0
10503 Orourk Ln,1988,33,3154,4,3.0
3207 Bonnie Rd,1942,79,3230,4,3.0
2502 Coatbridge Dr,1969,52,1384,3,2.0
11317 Aden Ct,1994,27,3485,4,3.0
4629 Hoffman Dr,1997,24,1945,3,3.0
1615 Northumberland Rd,1951,70,3575,3,4.0
2902 Bushnell Dr,1978,43,1511,3,2.0
11800 Quintana Cv,2013,8,1967,4,3.0
8712 Barrow Glen Loop,1998,23,2183,4,3.0
1405 Hartford Rd APT 202,1972,49,378,0,1.0
1222 Radam Cir,1972,49,1756,4,2.0
11116 Marden Ln,1994,27,2530,4,3.0
8701 Verona Trl,1986,35,1974,3,3.0
603 Upson St #A,2002,19,2356,3,3.0
2901 Headly Dr,1976,45,1374,3,2.0
10601 Ames Ln,1988,33,1973,3,3.0
1604 Palma Plz,2009,12,2280,3,3.0
1807 Saint Albans Blvd,1964,57,2295,4,3.0
11309 Georgian Oaks Dr,2006,15,3562,5,4.0
1404 Casa Dr,2016,5,1568,3,3.0
8708 Barrow Glen Loop,1997,24,2493,4,3.0
11314 Aden Ct,1995,26,2869,4,3.0
1901 Saint Albans Blvd,1963,58,1713,4,2.0
10905 Wareham Ct,1988,33,2568,4,3.0
9116 Janabyrd Cv,2000,21,2401,4,3.0
4804 Enchanted Ln,1959,62,1650,3,2.0
11317 Pebble Garden Ln,1996,25,3024,4,3.0
4305 Mauai Cv,1986,35,1331,3,2.0
4818 Roundup Trl,1974,47,1922,3,3.0
705 Highland Ave,1912,109,2917,4,4.0
6410 Back Bay Ln,1989,32,2646,4,4.0
5729 Taylorcrest Dr,2000,21,2311,4,3.0
5115 Kings Hwy,1962,59,1222,3,2.0
11709 Quintana Cv,2013,8,2681,4,3.0
1703 Woodlawn Blvd,1965,56,1582,3,2.0
5205 Kings Hwy,1962,59,1248,3,1.0
8405 Mauai Dr,1986,35,1571,3,3.0
5712 Back Bay Ln,1997,24,2724,4,3.0
5209 Kings Hwy,1962,59,1610,3,2.0
3302 Enfield Rd,1948,73,3428,5,4.0
7336 Tanaqua Ln,2005,16,3469,4,3.5
1400 W Lynn St,1935,86,1838,2,2.0
6314 Needham Ln,1989,32,2870,4,3.0
4100 Cortina Dr,1987,34,2594,5,2.5
2204 Amur Dr,2008,13,2150,3,3.0
11305 Pompey Ct,1995,26,2619,4,3.0
8501 Copano Dr,1991,30,1905,4,3.0
810 Blanco St,1920,101,2776,4,4.0
5212 Saint Georges Grn,2018,3,1092,3,2.0
10804 Redgate Ln,1989,32,2102,3,3.0
5311 W Gate Blvd,1977,44,2052,5,3.0
7129 Tanaqua Ln,2006,15,3515,4,4.0
11315 Pompey Ct,1995,26,3174,5,3.5
2509 Cockburn Dr,1973,48,1282,3,2.0
8402 Washita Dr,1987,34,1753,3,3.0
2203 Laramie Trl,1967,54,1680,3,2.0
6502 Needham Ln,1989,32,2049,3,3.0
4301 Hoffman Dr,2003,18,2847,5,3.0
6102 Rubicon Run,2015,6,2289,4,3.0
1009 Cedar Gln,1971,50,1248,3,2.0
11109 Cap Stone Dr,2009,12,2470,4,3.0
8416 Nairn Dr,1998,23,1900,3,2.0
2604 Cockburn Dr,1973,48,1226,3,2.0
6500 Needham Ln,1988,33,3396,4,4.0
8412 Nairn Dr,1996,25,2528,4,3.0
2520 Amur Dr,2012,9,2093,3,3.0
6406 Needham Ln,1988,33,2842,4,3.0
6111 Bridlington Cir,1977,44,1479,3,2.0
9000 Meacham Way,2001,20,1772,3,2.0
6612 Magenta Ln,2004,17,4056,5,4.0
4721 Philco Dr,1958,63,1252,3,2.0
7209 Doswell Ln,2004,17,3880,5,4.0
8504 Verona Trl,1986,35,1596,3,3.0
2518 Cockburn Dr,1973,48,1625,3,1.0
5911 Mordred Ln,1998,23,2545,4,3.0
4644 Hoffman Dr,1997,24,2059,4,3.0
2129 Amur Dr,2007,14,2282,4,3.0
11529 Viridian Way,2006,15,3204,4,4.0
6024 Whipple Way,2011,10,2242,4,3.0
5309 Tamango Way,2001,20,2311,3,3.0
6401 Walebridge Ln,1988,33,3072,4,4.0
8710 Copano Dr,1998,23,2179,4,3.0
11113 Blissfield Cv,2004,17,3875,4,4.0
8605 Barrow Glen Loop,1998,23,2186,3,2.5
5931 Mordred Ln,1996,25,2539,3,3.0
1604 Sylvan Glade,1958,63,1256,3,2.0
4624 Hoffman Dr,1997,24,1945,3,3.0
6505 Walebridge Ln,1988,33,2120,4,2.0
6402 Danvers Ct,1988,33,2996,4,3.0
8609 Barrow Glen Loop,1998,23,2110,3,3.0
6400 Danvers Ct,1988,33,2144,4,2.0
2501 Cockburn Dr,1973,48,1276,3,2.0
8647 Barrow Glen Loop,1997,24,2698,4,3.0
11505 Lafitte Ln,2003,18,3391,5,3.0
2506 Cockburn Dr,1973,48,1247,3,2.0
11405 Magna Ct,1997,24,2518,4,2.0
2504 Cockburn Dr,1973,48,1400,3,2.0
4004 Danli Ln,1986,35,1636,3,2.0
6314 Blarwood Dr,1973,48,1613,3,2.0
7025 Tanaqua Ln,2005,16,3515,4,4.0
4911 Gladeview Dr #1,1963,58,840,3,1.0
8903 Wampton Way,2000,21,2189,3,2.0
7109 Tanaqua Ln,2005,16,3766,4,4.0
2501 Mcgregor Dr,1973,48,1358,4,2.0
11312 Larue Belle Ln,2004,17,3540,5,3.0
2600 Carlow Dr,1972,49,1042,3,2.0
4413 E Hove Loop,2000,21,1501,3,2.0
1906 Fair Oaks Dr,1962,59,1026,3,1.0
6033 Mordred Ln,1995,26,2905,4,3.0
4801 Everglade Dr,1958,63,1883,4,3.0
3213 John Campbells Trl,1962,59,2027,4,2.0
10400 Orourk Ln,1988,33,3086,3,3.0
8708 Puckett Ct,1998,23,2162,3,3.0
2311 Whitestone Dr,1971,50,1687,3,2.0
11408 Naples Cv,2005,16,2800,4,2.0
1218 Radam Cir,1972,49,1555,4,2.0
3218 Barton View Dr,1962,59,1105,2,1.0
6423 Old Harbor Ln,1989,32,3615,5,4.0
4429 E Hove Loop,1999,22,2023,4,3.0
1708 Fair Oaks Dr,2018,3,2403,4,3.0
11312 Naples Cv,2005,16,3515,4,4.0
6303 London Dr,1976,45,1420,3,2.0
6301 Bexton Cir,1976,45,1420,3,2.0
6701 Back Bay Ln,2002,19,3167,5,3.0
1803 Forestglade Dr,1959,62,1016,3,1.0
6441 Old Harbor Ln,1989,32,2082,3,3.0
6301 York Bridge Cir,2004,17,2177,3,2.0
1807 Forestglade Dr,1959,62,1663,3,2.0
6207 Tasajillo Trl,2001,20,1992,3,2.0
8636 Barrow Glen Loop,1998,23,2918,4,3.0
11321 Larue Belle Ln,2005,16,3237,4,4.0
1405 Homespun Rd,2015,6,1844,3,3.0
6801 Blissfield Dr,2004,17,3372,4,4.0
5106 Kings Hwy,1962,59,1272,3,2.0
8624 Barrow Glen Loop,1997,24,2046,3,2.0
6704 Back Bay Ln,2002,19,3139,5,3.0
5702 Cherry Creek Dr,1971,50,2122,4,3.0
4456 Bremner Dr,1999,22,1755,3,2.0
6215 Tasajillo Trl,1999,22,2861,4,4.0
1507 Casa Dr,2015,6,1584,3,3.0
8616 Barrow Glen Loop,1996,25,2105,3,2.0
4452 Bremner Dr,1999,22,1612,3,2.0
4501 Muskdeer Dr,1994,27,1656,3,2.0
1808 Saint Albans Blvd,1964,57,1554,3,2.0
4505 Muskdeer Dr,1995,26,1878,3,2.0
7132 Tanaqua Ln,2005,16,3646,4,4.0
2300 Standish Dr,1969,52,2263,4,2.0
8924 W Hove Loop,1999,22,1945,3,3.0
7312 Doswell Ln,2004,17,3550,5,4.0
5501 Pine Meadow Dr,1971,50,1932,4,3.0
4621 Muskdeer Dr,1996,25,2075,3,2.0
4711 Clawson Rd,1959,62,1029,3,2.0
6625 Tasajillo Trl,2001,20,1821,3,3.0
4438 E Hove Loop,1999,22,2324,4,3.0
10801 Ariock Ln,2002,19,3062,4,3.0
2805 Dublin Dr,1977,44,1413,3,2.0
8540 Copano Dr,1997,24,3510,4,3.0
4715 Clawson Rd,1959,62,1409,3,2.0
5928 Salcon Cliff Dr,1999,22,2311,3,3.0
2901 Dublin Dr,1977,44,1333,3,2.0
6501 Needham Ln,1989,32,2918,5,3.0
8532 Copano Dr,1995,26,2023,4,2.0
11825 Rosario Cv,2013,8,2601,4,4.0
5924 Salcon Cliff Dr,1999,22,2401,4,3.0
6444 Old Harbor Ln,1990,31,2954,4,3.0
1701 Crown Dr,1958,63,1048,3,1.0
4534 Corran Ferry Loop,2000,21,1560,3,2.0
6600 Walebridge Ln,2002,19,3021,4,3.0
2513 Carlow Dr,1972,49,1304,4,2.0
8501 Moose Cv,1995,26,1861,3,2.0
7228 Tanaqua Ln,2005,16,3515,4,4.0
5220 Kings Hwy,1964,57,1182,3,2.0
8406 Horton Trl,1985,36,1677,3,3.0
1105 Radam Cir,1971,50,1662,4,2.0
6438 Old Harbor Ln,1989,32,3328,6,4.0
2307 Whitestone Dr,1969,52,1428,4,2.0
6106 Tasajillo Trl,1997,24,1508,2,2.0
8513 Moose Cv,1995,26,2059,3,3.0
1701 Fair Oaks Dr,1963,58,1444,4,2.0
4601 Moose Dr,1996,25,2075,3,2.0
7212 Tanaqua Ln,2005,16,3372,4,4.0
4609 Moose Dr,1996,25,2038,4,2.0
2608 Aldford Dr,1973,48,1657,4,2.0
6908 Tanaqua Ln,2003,18,2962,4,3.0
4525 Corran Ferry Loop,2000,21,1501,3,2.0
6617 Back Bay Ln,2002,19,2997,4,3.0
1908 Forest Hill Dr,1956,65,1123,3,2.0
2703 Nordham Dr,1977,44,1638,3,2.0
8405 Washita Dr,1986,35,1495,3,2.5
4206 Alexandria Dr,1986,35,1495,3,3.0
1902 Forest Hill Dr,1956,65,888,3,1.0
11308 Savin Hill Ln,1995,26,2318,3,2.0
2521 Amur Dr,2012,9,1882,3,3.0
4600 Muskdeer Dr,1996,25,2038,4,2.0
10725 Maelin Dr,2005,16,3515,4,4.0
2305 Brookhill Dr,1968,53,1388,3,2.0
1807 Fair Oaks Dr,1962,59,1313,3,1.0
8716 Corran Ferry Dr,2000,21,2310,4,3.0
1317 Central Park Ct,2012,9,2012,3,3.0
9207 Lantana Way,1999,22,3037,4,4.0
9206 Lantana Way,1999,22,3456,4,4.0
1405 Camelot Cir,1966,55,1296,3,2.0
8517 Axis Dr,1996,25,1897,3,2.0
9501 Hopeland Dr,2003,18,2627,4,2.5
8304 Los Ranchos Dr,1987,34,2694,5,3.0
5907 Buffalo Pass,1969,52,1298,3,2.0
6913 Hansa Loop,2004,17,2429,4,3.0
4521 Hoffman Dr,1997,24,2084,4,3.0
5008 Gladeview Dr,1961,60,1618,4,2.0
7317 Moon Rock Rd,2006,15,2566,4,4.0
9102 Wampton Way,2000,21,2387,4,3.0
6413 Carrington Dr,2005,16,3075,4,4.0
9305 Bavaria Ln,2004,17,2762,4,3.0
8200 Cache Dr,1986,35,1370,3,2.0
6433 Ruxton Ln,1994,27,1746,4,2.0
9008 Wampton Way,1999,22,2401,4,3.0
6509 Carrington Dr,2006,15,2610,4,4.0
8107 Cache Dr,1985,36,1523,3,2.0
6208 Salcon Cliff Dr,2001,20,2808,4,3.0
8500 Axis Dr,1994,27,2380,3,3.0
6305 Mesa Grande,2001,20,2208,4,2.0
8906 Wampton Way,2000,21,2166,4,3.0
6302 Salcon Cliff Dr,2001,20,2839,4,4.0
9021 Corran Ferry Dr,1998,23,1605,3,3.0
8400 Axis Dr,1997,24,2869,4,3.0
6424 Ruxton Ln,1994,27,2160,3,3.0
7213 Seneca Falls Loop,2005,16,2778,4,3.0
9018 Whiteworth Loop,1998,23,1755,3,2.0
6408 Ruxton Ln,1994,27,2049,4,2.0
9102 Sommerland Way,1999,22,1892,4,2.0
6404 Ruxton Ln,1994,27,1758,4,2.0
4801 Alta Loma Dr,1994,27,2220,3,3.0
9014 Sommerland Way,1999,22,1902,3,2.0
4608 Chesney Ridge Dr,2000,21,2046,3,2.0
6305 Salcon Cliff Dr,2001,20,2857,4,3.0
6311 Salcon Cliff Dr,2000,21,2808,4,3.0
8315 Edgemoor Pl,1991,30,1811,3,2.0
9409 Hopeland Dr,2005,16,3589,4,4.0
6313 Salcon Cliff Dr,2000,21,2463,4,2.0
8921 Campo Verde Ct,1999,22,1772,3,3.0
8317 Edgemoor Pl,1991,30,1520,3,2.0
9311 La Puente Dr,2001,20,2769,4,3.0
5840 Lomita Verde Cir,1998,23,1902,3,2.0
6500 Hillside Terrace Dr,2000,21,3088,4,4.0
4435 Campo Verde Dr,1999,22,2023,4,3.0
9306 Le Conte Cv,2000,21,3444,4,3.0
4451 Campo Verde Dr,1999,22,2075,4,3.0
7413 Brecourt Manor Way,2005,16,2604,4,3.0
4705 Chesney Ridge Dr,2000,21,2554,3,3.0
10420 Hansa Dr,2003,18,3109,4,3.0
4900 Norman Trl,2001,20,2191,3,3.0
7425 Brecourt Manor Way,2005,16,2651,4,3.0
4428 Campo Verde Dr,1999,22,2023,4,3.0
7412 Brecourt Manor Way,2005,16,2655,4,3.0
8405 Copano Dr,1991,30,2318,3,3.0
6312 Hillside Terrace Dr,2000,21,2857,4,3.0
4513 San Simeon Dr,1992,29,1480,3,2.0
9524 Prescott Dr,2006,15,3566,5,4.0
4508 Kalama Dr,1991,30,1664,3,3.0
4316 Manzanillo Dr,1985,36,1398,3,2.0
9021 Sautelle Ln,2001,20,2836,4,3.0
4506 Velasco Pl,1986,35,1705,3,3.0
9033 Tanak Ln,1999,22,2714,4,3.0
4416 Corran Ferry Loop,2000,21,2324,5,3.0
6409 Carrington Dr,2002,19,2329,3,2.0
8825 Whiteworth Loop,1998,23,2095,3,3.0
9521 Lynnhaven St,2002,19,2830,5,3.0
8621 Copano Dr,1998,23,2105,4,2.0
9500 Lynnhaven St,2002,19,3459,5,4.0
9013 Ovalla Dr,2003,18,2195,3,2.0
8116 Mauai Dr,1986,35,1468,3,2.0
9513 Bungalow Ln,2002,19,3710,4,3.0
4602 Velasco Pl,1986,35,1302,3,2.0
6916 Nubian Ln,2006,15,3076,5,4.0
8106 Mauai Dr,1986,35,1484,3,2.0
10300 Dalea Vista Ct,2001,20,1919,3,2.0
10301 Dalea Vista Ct,2001,20,2027,3,2.0
9504 Prescott Dr,2001,20,2609,4,3.0
8104 Mauai Dr,1986,35,2011,4,3.0
8629 Neider Dr,1999,22,2758,4,3.0
9517 Hopeland Dr,2001,20,2402,4,3.0
9013 Whiteworth Loop,1998,23,2023,3,3.0
9525 Hopeland Dr,2001,20,3588,4,4.0
9017 Whiteworth Loop,1998,23,1772,3,3.0
6364 Tasajillo Trl,2001,20,2807,3,4.0
8105 Copano Dr,1992,29,1800,3,3.0
10301 Hansa Cv,2003,18,3004,4,3.0
4605 San Simeon Dr,1986,35,1366,3,2.0
6344 Tasajillo Trl,2002,19,2993,4,4.0
4609 San Simeon Dr,1986,35,1366,3,2.0
9104 Contessa Ct,1998,23,1772,3,3.0
6209 Salcon Cliff Dr,2001,20,3088,4,3.0
9101 Contessa Ct,1998,23,1772,3,3.0
7721 Seneca Falls Loop,2004,17,2376,4,3.0
4401 Goleta Ct,1986,35,1581,3,2.0
7224 Moon Rock Rd,2007,14,2527,0,2.0
9112 Hoffman Cv,1998,23,1611,3,2.0
4611 Caymen Pl,1986,35,1388,4,2.0
9110 Lantana Way,1999,22,1960,4,2.0
6204 Carrington Dr,2002,19,3170,4,3.0
9508 Hopeland Dr,2001,20,2779,4,3.0
7305 Moon Rock Rd,2007,14,2566,4,3.0
7304 Moon Rock Rd,2007,14,2817,4,3.0
6729 Hansa Loop,2004,17,3426,4,4.0
10312 Hansa Cv,2003,18,2725,5,3.0
9206 Sommerland Way,1999,22,2081,3,3.0
9200 Sommerland Way,1999,22,1733,3,2.0
6912 Hansa Loop,2003,18,3271,4,3.0
7344 Brecourt Manor Way,2006,15,2583,3,3.0
6214 Tasajillo Trl,2001,20,1640,3,2.0
9104 Sautelle Ln,2000,21,2267,4,2.0
9106 Hillside Terrace Cv,1999,22,2267,3,2.0
2109 Melridge Pl #A,2009,12,1816,3,3.0
